name,partisan_score,hashtags
Sean Patrick Maloney,0,"{'TeacherAppreciationDay', 'HudsonValley'}"
John Garamendi,0,{'IranDeal'}
Mark DeSaulnier,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Joaquin Castro,0,{'Dreamers'}
Mark DeSaulnier,0,"{'Iran', 'IranDeal'}"
Ken Calvert,1,{'TeacherAppreciationDay'}
Lloyd Doggett,0,"{'IranNuclearAgreement', 'JCPOA'}"
Steve Cohen,0,"{'DEA', 'marijuana'}"
Ruben Gallego,0,"{'TeacherAppreciationDay', 'ThankATeacher'}"
Jeff Fortenberry,1,{'Yazidi'}
Justin Amash,1,{'MI03'}
Richard Hudson,1,{'IranNuclearDeal'}
Rosa DeLauro,0,{'TeacherAppreciationDay'}
Dina Titus,0,{'nttw18'}
Susan W. Brooks,1,{'publicsafety'}
Nancy Pelosi,0,{'CBCDemandsJustice'}
Ann Wagner,1,{'TeacherAppreciationDay'}
Joaquin Castro,0,{'BexarCounty'}
Mark Takano,0,{'IranDeal'}
David Rouzer,1,{'irandeal'}
Marcy Kaptur,0,{'FairMapsNow'}
Lloyd Doggett,0,{'NetNeutrality'}
David Rouzer,1,{'irandeal'}
David Rouzer,1,"{'POTUS', 'irandeal'}"
Mike Kelly,1,{'Budget2018'}
Sheila Jackson Lee,0,{'TrumpRussia'}
Nancy Pelosi,0,{'GOPTaxScam'}
Seth Moulton,0,{'WV02'}
Susan W. Brooks,1,"{'OpioidCrisis', 'FullCmte'}"
Richard Hudson,1,"{'OpioidCrisis', 'FullCmte'}"
Donald Norcross,0,{'pensionreform'}
Adam Kinzinger,1,"{'FullCmte', 'opioidcrisis'}"
Markwayne Mullin,1,{'AVMRO'}
Eliot Engel,0,"{'KimJungUn', 'NorthKorea', 'AmCits'}"
Steve Cohen,0,"{'elderlyrelease', 'compassionaterelease'}"
Robin Kelly,0,{'NursesWeek'}
Suzanne Bonamici,0,{'Oregon'}
Jackie Speier,0,"{'NetNeutrality', 'SaveTheInternet'}"
Marcy Kaptur,0,"{'NetNeutrality', 'SaveTheInternet'}"
Jackie Speier,0,{'Vekselberg'}
Joyce Beatty,0,{'DST4GunReform'}
Sheila Jackson Lee,0,"{'netneutrality', 'REDALERT'}"
Sheila Jackson Lee,0,"{'NetNeutrality', 'SaveTheInternet'}"
Eliot Engel,0,"{'NetNeutrality', 'SaveTheInternet'}"
Lloyd Doggett,0,"{'NetNeutrality', 'RedAlert'}"
Albio Sires,0,{'NationalNursesWeek'}
Jeff Fortenberry,1,{'SmallBusiness'}
Katherine Clark,0,"{'NetNeutrality', 'SavetheInternet'}"
Sheila Jackson Lee,0,"{'NetNeutrality', 'SaveTheInternet'}"
Mario Diaz-Balart,1,{'immigration'}
Mario Diaz-Balart,1,"{'DACA', 'dreamers'}"
Bobby L. Rush,0,{'NetNeutrality'}
Mo Brooks,1,{'alpolitics'}
Bill Johnson,1,{'TaxCutsAndJobsAct'}
David Rouzer,1,{'SNAP'}
Susan W. Brooks,1,{'JakeLairdAct'}
Eliot Engel,0,{'ABetterDeal'}
Justin Amash,1,{'MI03'}
Ruben Gallego,0,{'FY19NDAA'}
Adam Kinzinger,1,"{'Israel', 'NorthKorea', 'Iran'}"
Joe Wilson,1,{'FY19NDAA'}
Mike Kelly,1,{'Budget2018'}
Michael McCaul,1,"{'NorthKorea', 'Iran'}"
Brian Higgins,0,{'WellsvilleNY'}
Joyce Beatty,0,{'JobsandJustice'}
Scott DesJarlais,1,"{'railroad', 'OnThisDay'}"
Eliot Engel,0,{'IranDeal'}
Robin Kelly,0,"{'twill', 'MOMMAact'}"
Nancy Pelosi,0,{'JCPOA'}
Brenda Lawrence,0,{'JobsandJustice'}
Bennie G. Thompson,0,{'JobsandJustice'}
Scott DesJarlais,1,"{'2018FarmBill', 'HouseAg', 'SNAP'}"
Scott DesJarlais,1,{'AboutTime'}
Scott DesJarlais,1,{'TBT'}
John Garamendi,0,{'nuclear'}
Mike Quigley,0,"{'arts', 'education', 'Chicago', 'IL05'}"
Jeff Fortenberry,1,{'Military'}
Robin Kelly,0,{'MothersDay'}
Kevin McCarthy,1,{'TaxCutsandJobsAct'}
Albio Sires,0,{'NationalTeachersWeeks'}
Lloyd Doggett,0,{'ABetterDeal'}
Kevin McCarthy,1,{'TaxCutsandJobsAct'}
Kevin McCarthy,1,{'TaxReform'}
Kevin McCarthy,1,"{'taxreform', 'ABLE'}"
Ruben Gallego,0,{'DíaDeLasMadres'}
Suzanne Bonamici,0,{'prescriptiondrugs'}
Mario Diaz-Balart,1,{'SmallBiz'}
Jackie Speier,0,{'FY19NDAA'}
Brian Higgins,0,"{'oralparity', 'HR1409'}"
Alcee L. Hastings,0,"{'Momsdontneed', 'MothersDay', 'maternity'}"
Joyce Beatty,0,"{'ProtectOurCare', 'MomsDontNeed', 'healthcare'}"
Robin Kelly,0,"{'blackmamasmatter', 'twill', 'MOMMAact'}"
Marcy Kaptur,0,"{'MomsDontNeed', 'MothersDay', 'paidsickdays'}"
Alcee L. Hastings,0,"{'MomsDontNeed', 'MothersDay', 'caregiving', 'paidleave'}"
Alcee L. Hastings,0,"{'DREAMActnow', 'Momsdontneed', 'MothersDay'}"
Tom Reed,1,{'NationalDebt'}
Tom Reed,1,{'FiscalSummit'}
José E. Serrano,0,{'IranDeal'}
Doug Collins,1,{'MusicModernizationAct'}
Seth Moulton,0,"{'ME02', 'mepolitics'}"
Katherine Clark,0,"{'refugees', 'immigration', 'BusinessLeadersBreakfast'}"
Katherine Clark,0,"{'immigration', 'BusinessLeadersBreakfast'}"
Bennie G. Thompson,0,{'JobsAndJustice'}
Katherine Clark,0,"{'immigrants', 'BusinessLeadersBreakfast'}"
Brian Higgins,0,{'cancer'}
Sheila Jackson Lee,0,"{'DACA', 'TPS'}"
Susan W. Brooks,1,{'TaxCutsandJobsAct'}
Seth Moulton,0,{'TeacherAppreciationWeek'}
Rosa DeLauro,0,{'MenuLabeling'}
Michael McCaul,1,{'MilitarySpouseAppreciationDay'}
Scott DesJarlais,1,{'rescission'}
Jackie Speier,0,{'NursesWeek'}
Scott DesJarlais,1,{'ThatsThePoint'}
Suzanne Bonamici,0,"{'paidleave', 'momsdontneed'}"
Denny Heck,0,{'SNAPworks'}
Louie Gohmert,1,"{'AmandaintheHouse', 'WYNK', 'TheMovement'}"
Joyce Beatty,0,{'StrokeMonth'}
Sean Patrick Maloney,0,{'HudsonValley'}
Ann Wagner,1,{'MilitarySpouseAppreciationDay'}
Ann Wagner,1,{'FOSTA'}
Eliot Engel,0,{'Medicare'}
Jackie Speier,0,"{'studentloan', 'TrumpAdministration'}"
Tom Reed,1,"{'diabetes', 'Medicare'}"
Eliot Engel,0,{'ABetterDeal'}
Robin Kelly,0,"{'ProtectOurCare', 'MomsDontNeed', 'healthcare'}"
Jackie Speier,0,"{'FilipinoVeteransFairnessAct', 'AsianAmericanHeritageMonth', 'AAPI'}"
Mario Diaz-Balart,1,{'Dreamers'}
John Garamendi,0,{'IranDeal'}
Mario Diaz-Balart,1,{'Nicaragua'}
Will Hurd,1,"{'JeffDavisCounty', 'DMR', 'TX23', 'McDannaldFire'}"
Jackie Speier,0,"{'MillionsMissing', 'MECFS'}"
Richard Hudson,1,{'ABLE'}
Richard Hudson,1,"{'PGA', 'THEPLAYERS'}"
Steve Cohen,0,"{'Mueller', 'Memphis', 'NorthKorea', 'IranDeal', 'MSNBC', 'TrumpRussiaCollusion', 'Trump'}"
Richard Hudson,1,{'NASCAR'}
Marcy Kaptur,0,{'MothersDay'}
Steve Cohen,0,"{'Trump', 'IranDeal'}"
Eliot Engel,0,{'MothersDay'}
Michael McCaul,1,"{'NorthKorea', 'Iran'}"
Hakeem Jeffries,0,{'HappyMother'}
Jackie Speier,0,"{'FAMILYAct', 'MomsDontNeed', 'MothersDay'}"
Sean Patrick Maloney,0,{'MothersDay'}
Rob Woodall,1,{'MothersDay'}
Louie Gohmert,1,{'MothersDay'}
Dina Titus,0,"{'allthefeels', 'mothersday'}"
Alcee L. Hastings,0,{'MothersDay'}
Alcee L. Hastings,0,"{'MothersDay', 'KeepFamiliesTogether'}"
Robin Kelly,0,"{'CBWG', 'MothersDay', 'IL02Proud'}"
Joaquin Castro,0,"{'NorthKorea', 'IranDeal'}"
Richard Hudson,1,{'THEPLAYERS'}
Mike Quigley,0,"{'MothersDay', 'IL05'}"
Steve Cohen,0,"{'WaffleHouse', 'Trump', 'JamesShawJr'}"
Mark Walker,1,"{'College', 'Athletics'}"
Doug Collins,1,{'USEmbassyJerusalem'}
Mike Rogers,1,"{'2018FarmBill', 'SNAP', 'Ag', 'AL03'}"
Doug Collins,1,"{'PASPA', 'SCOTUS'}"
Mike Rogers,1,"{'2018FarmBill', 'SNAP', 'Ag', 'AL03'}"
Doug Collins,1,"{'GA09', 'FARMBill'}"
Doug Collins,1,{'PBMs'}
Alcee L. Hastings,0,{'QueenOfTheHill'}
Ann Wagner,1,"{'USEmbassyJerusalem', 'Jerusalem'}"
Mike Rogers,1,"{'Tuskegee', 'Auburn', '2018FarmBill', 'agresearch', 'AL03'}"
Mark Takano,0,"{'RiversideInvitesMichelle', 'ReachHigherRiverside', 'MichelleObama'}"
Mike Rogers,1,"{'2018FarmBill', 'Ag', 'ruralAmerica', 'AL03'}"
Alcee L. Hastings,0,{'TimeToBuild'}
Alcee L. Hastings,0,{'InfrastructureWeek2018'}
Alcee L. Hastings,0,{'NationalPoliceWeek'}
Dina Titus,0,"{'PASPA', 'SupremeCourt', 'SportsBetting'}"
Katherine Clark,0,"{'RosaMorban', 'TimesUp', 'MeToo'}"
Sheila Jackson Lee,0,{'MelaniaTrump'}
Sheila Jackson Lee,0,{'AffordableCareAct'}
Mike Rogers,1,"{'2018FarmBill', 'SNAP', 'Ag', 'AL03'}"
Ted Yoho,1,"{'2018FarmBill', 'HouseAg', 'SNAP'}"
Michael McCaul,1,{'NationalPoliceWeek'}
Mike Rogers,1,"{'2018FarmBill', 'SNAP', 'Ag', 'AL03'}"
Mark Walker,1,{'NCAA'}
Katherine Clark,0,{'Gaza'}
Katherine Clark,0,{'Gaza'}
Kevin McCarthy,1,{'NationalPoliceWeek'}
Kevin McCarthy,1,{'NationalPoliceWeek'}
Scott DesJarlais,1,"{'Embassy', 'Jerusalem'}"
John Garamendi,0,{'ZTE'}
Eliot Engel,0,{'globalgagrule'}
Louie Gohmert,1,"{'DOJ', 'Mueller'}"
Joe Wilson,1,{'PeaceOfficersMemorialDay'}
Brian Higgins,0,"{'oralparity', 'HR1409'}"
Joyce Beatty,0,{'OH15'}
Marcy Kaptur,0,"{'StrikeOutALS', 'ALS'}"
Steve Scalise,1,{'NationalPoliceWeek'}
Bennie G. Thompson,0,{'bipartisan'}
John Garamendi,0,{'ZTE'}
Bill Johnson,1,{'NationalPoliceWeek'}
Susan W. Brooks,1,{'Arizona'}
Tom Emmer,1,{'NationalPoliceWeek'}
Scott DesJarlais,1,{'BOLDAlzheimersAct'}
Jim Cooper,0,{'2020census'}
Jackie Speier,0,{'NationalPoliceWeek'}
Kevin McCarthy,1,{'TaxReform'}
Brian Higgins,0,{'TrumpBudget'}
Kevin McCarthy,1,{'TaxReform'}
Rob Woodall,1,{'OpenSkies'}
Kevin McCarthy,1,{'TaxCutsAndJobsAct'}
José E. Serrano,0,"{'GOPFarmBill', 'SNAP'}"
Nancy Pelosi,0,{'electionsecurity'}
Lloyd Doggett,0,{'DoingTheMostGood'}
Dina Titus,0,{'2018FarmBill'}
Joe Wilson,1,{'FY19NDAA'}
Rob Woodall,1,"{'PeaceOfficersMemorialDay', 'NationalPoliceWeek'}"
Grace Meng,0,{'Ramadan'}
Mike Quigley,0,"{'RamadanMubarak', 'Ramadan', 'Chicago'}"
Judy Chu,0,"{'AAPI', 'AAPIBizSummit', 'CAPAC'}"
Mario Diaz-Balart,1,"{'SFL', 'Housing', 'Transportation'}"
Mario Diaz-Balart,1,{'airports'}
Mario Diaz-Balart,1,{'housing'}
Mario Diaz-Balart,1,{'SFL'}
Mario Diaz-Balart,1,{'SFL'}
Jeff Fortenberry,1,{'NuclearSecurity'}
Bill Foster,0,{'Ramadan'}
Robin Kelly,0,{'MOMMAact'}
Scott DesJarlais,1,{'Jerusalem'}
Tom Emmer,1,{'NationalPoliceWeek'}
John Garamendi,0,{'ABetterDeal'}
John Garamendi,0,{'infrastructure'}
John Garamendi,0,{'Oroville'}
Nancy Pelosi,0,{'NationalPoliceWeek'}
Steve Scalise,1,{'PoliceWeek'}
Justin Amash,1,{'AsianGala18'}
Nancy Pelosi,0,{'FarmBill'}
Joe Wilson,1,{'endpolio'}
Marcy Kaptur,0,{'FarmBill'}
Katherine Clark,0,{'FarmBill'}
Bennie G. Thompson,0,{'FarmBill'}
Joyce Beatty,0,"{'ProtectSNAP', 'FarmBill'}"
Brenda Lawrence,0,{'FarmBill'}
Brian Higgins,0,"{'Lehner', 'Buffalo'}"
Susan W. Brooks,1,{'SubCommTech'}
Adam Kinzinger,1,"{'Dixon', 'IL16'}"
Brian Higgins,0,"{'CraigLehner', 'PeaceOfficersMemorialDay'}"
Nancy Pelosi,0,{'BrokenPromises'}
Rosa DeLauro,0,{'FarmBill'}
Mark DeSaulnier,0,{'BootPruitt'}
Nancy Pelosi,0,{'ABetterDeal'}
Jackie Walorski,1,{'NotCrumbs'}
Scott DesJarlais,1,{'NotCrumbs'}
Eliot Engel,0,{'FarmBill'}
Nancy Pelosi,0,"{'NetNeutrality', 'Laurel', 'SaveTheInternet', 'Yanny'}"
Judy Chu,0,"{'newbook', 'CAPAC18'}"
Brian Higgins,0,{'NetNeutrality'}
Judy Chu,0,"{'2020Census', 'Dreamers'}"
Seth Moulton,0,{'RamadanMubarak'}
Joaquin Castro,0,"{'SNAP', 'Texans', 'farmbill2018'}"
Sheila Jackson Lee,0,"{'NetNeutrality', 'SaveTheInternet'}"
Joaquin Castro,0,"{'SanAntonians', 'SNAP', 'Texans', 'protectSNAP'}"
Bill Foster,0,"{'NetNeutrality', 'SaveTheInternet'}"
Lloyd Doggett,0,"{'NetNeutrality', 'SaveTheInternet'}"
Richard Hudson,1,"{'SubHealth', 'SubOversight'}"
Seth Moulton,0,{'NetNeutrality'}
Nancy Pelosi,0,{'NetNeutrality'}
Nancy Pelosi,0,"{'NetNeutrality', 'SaveTheInternet'}"
Joyce Beatty,0,{'HallofFame'}
Nancy Pelosi,0,"{'NetNeutrality', 'SaveTheInternet'}"
Nancy Pelosi,0,{'NetNeutrality'}
Eliot Engel,0,"{'NetNeutrality', 'SaveTheInternet'}"
Jackie Speier,0,"{'NetNeutrality', 'SaveTheInternet'}"
Eliot Engel,0,{'NewYork'}
Joaquin Castro,0,"{'GOPFarmBill', 'SNAP'}"
Robin Kelly,0,"{'ProtectSNAP', 'FarmBill'}"
Nancy Pelosi,0,"{'NetNeutrality', 'SaveTheInternet'}"
Eliot Engel,0,"{'NetNeutrality', 'SaveTheInternet'}"
Donald Norcross,0,"{'NetNeutrality', 'SaveTheInternet'}"
Denny Heck,0,"{'NetNeutrality', 'SaveTheInternet'}"
Adam Schiff,0,{'NetNeutrality'}
Jeff Fortenberry,1,{'farmbill2018'}
Joyce Beatty,0,"{'NetNeutrality', 'SaveTheInternet'}"
Jeff Fortenberry,1,{'NationalPoliceWeek'}
Suzanne Bonamici,0,{'NetNeutrality'}
Jim Cooper,0,{'NetNeutrality'}
Richard Hudson,1,{'VAMISSIONAct'}
Lloyd Doggett,0,{'NetNeutrality'}
Nancy Pelosi,0,"{'NetNeutrality', 'SaveTheInternet'}"
Tom Emmer,1,{'2018FarmBill'}
Sheila Jackson Lee,0,"{'NetNeutrality', 'SavetheInternet'}"
David Rouzer,1,{'2018FarmBill'}
Lloyd Doggett,0,{'kens5eyewitness'}
Grace Meng,0,{'NationalPoliceWeek'}
Judy Chu,0,{'Ramadan'}
Bobby L. Rush,0,"{'GOPFarmBill', 'FarmBill'}"
Mario Diaz-Balart,1,{'TaxReform'}
Scott DesJarlais,1,{'SheDidItAgain'}
Scott DesJarlais,1,{'GetWithTheProgram'}
Scott DesJarlais,1,{'VAMISSIONAct'}
Lloyd Doggett,0,{'NationalBBQDay'}
Richard Hudson,1,{'VAMISSIONAct'}
Earl Blumenauer,0,{'FarmBill'}
Nancy Pelosi,0,{'GOPFarmBill'}
Tom Emmer,1,{'FarmBill'}
David Rouzer,1,"{'vets', 'VAMISSIONAct'}"
Mike Quigley,0,"{'Appropriations', 'Energy', 'powergrid'}"
Bennie G. Thompson,0,{'GOPFarmBill'}
Raul Ruiz,0,"{'IDAHOT', 'LGBTQ', 'BeKind'}"
Thomas Massie,1,"{'rawmilk', 'pasteurizationwithoutrepresentation'}"
Eliot Engel,0,{'IDAHOT'}
Eliot Engel,0,"{'IDAHOT', 'LGBTQ'}"
Bill Foster,0,"{'IDAHOT2018', 'LGBTQ'}"
Steve Cohen,0,{'Memphis'}
Bennie G. Thompson,0,{'ProtectOurCourts'}
John Garamendi,0,"{'Mueller', 'NorthKorea'}"
Thomas Massie,1,"{'rawmilk', 'bigmilk'}"
Jackie Speier,0,{'IDAHOT'}
Ruben Gallego,0,{'IDAHOT'}
Mark DeSaulnier,0,{'IDAHOTB'}
Justin Amash,1,{'rawmilk'}
José E. Serrano,0,{'immigration'}
José E. Serrano,0,{'2020Census'}
José E. Serrano,0,{'2020Census'}
Bennie G. Thompson,0,"{'GOPFarmBill', 'SNAP'}"
Scott DesJarlais,1,{'2018FarmBill'}
Scott DesJarlais,1,{'Resistance'}
Mike Quigley,0,"{'guns', 'appropriations', 'gunviolence'}"
Albio Sires,0,{'GOPFarmBill'}
Albio Sires,0,{'GOPFarmBill'}
Albio Sires,0,{'GOPFarmBill'}
Adam Kinzinger,1,"{'NorthKorea', 'OpioidEpidemic', 'FarmBill2018'}"
Alcee L. Hastings,0,"{'GOPFarmBill', 'ProtectSNAP'}"
James E. Clyburn,0,"{'SNAP', 'NoHouseFarmBill', 'GOPFarmBill', 'ProtectSNAP'}"
Bennie G. Thompson,0,"{'SNAP', 'NoHouseFarmBill', 'GOPFarmBill', 'ProtectSNAP'}"
Brenda Lawrence,0,"{'GOPFarmBill', 'SNAP'}"
Jackie Speier,0,{'TimesUp'}
Alcee L. Hastings,0,"{'HandsOffSNAP', 'GOPFarmBill', 'ProtectSNAP'}"
James E. Clyburn,0,"{'SNAP', 'NoHouseFarmBill', 'ProtectSNAP', 'GOPFarmBill', 'HandsOffSNAP'}"
James E. Clyburn,0,"{'HandsOffSNAP', 'GOPFarmBill', 'ProtectSNAP'}"
Dina Titus,0,"{'2018FarmBill', 'SNAP', 'ProtectSNAP'}"
Alcee L. Hastings,0,"{'KingAmendment', 'GOPFarmBill', 'AnimalWelfare'}"
André Carson,0,{'GOPFarmBill'}
Eliot Engel,0,"{'GOPFarmBill', 'ProtectSNAP'}"
Rosa DeLauro,0,"{'HandsOffSNAP', 'GOPFarmBill'}"
Sean Patrick Maloney,0,{'FarmBill'}
James E. Clyburn,0,"{'HandsOffSNAP', 'GOPFarmBill', 'NoHouseFarmBill', 'ProtectSNAP'}"
Susan W. Brooks,1,{'opioidcrisis'}
Mark Takano,0,"{'SNAP', 'GOPFarmBill', 'vets', 'ProtectSNAP'}"
Bobby L. Rush,0,{'BrownvBoard'}
Suzanne Bonamici,0,{'FarmBill'}
David Rouzer,1,{'feed'}
Albio Sires,0,{'NetNeutrality'}
Alcee L. Hastings,0,{'BrownVBoard'}
Robin Kelly,0,"{'LupusAwarenessMonth', 'LAM18'}"
Joaquin Castro,0,{'MuellerInvestigation'}
Alcee L. Hastings,0,"{'BrownVBoard', 'UnfitToLead'}"
Jeff Fortenberry,1,{'Appropriations'}
Jeff Fortenberry,1,{'Ag'}
Albio Sires,0,{'ProtectDreamers'}
Joaquin Castro,0,{'DACA'}
Kevin McCarthy,1,{'RightToTry'}
Ann Wagner,1,{'ElieWieselAct'}
Mark Walker,1,{'NCAA'}
Robin Kelly,0,"{'BrownVSBoard', 'OTD'}"
Joaquin Castro,0,"{'QueenOfTheHill', 'DACA', 'DREAMActNow', 'Dreamers'}"
Nancy Pelosi,0,{'GOPFarmBill'}
Steve Cohen,0,"{'ScottPruitt', 'MichaelFlynn', 'karenmcdougal', 'WitchHunt', 'MuellerRussiaProbe', 'Trump', 'Papadopoulos', 'StormyDaniels', 'MichaelCohen', 'Manafort'}"
Nancy Pelosi,0,{'MomsSummit'}
Bill Foster,0,"{'DREAMAct', 'DischargePetition', 'ProtectDREAMers'}"
Nancy Pelosi,0,{'MomsSummit'}
Joaquin Castro,0,{'NorthKorea'}
Scott DesJarlais,1,{'2018FarmBill'}
Scott DesJarlais,1,{'2018FarmBill'}
Mario Diaz-Balart,1,"{'2018FarmBill', 'Florida'}"
Ted Yoho,1,"{'2018FarmBill', 'SNAP'}"
Mario Diaz-Balart,1,"{'2018FarmBill', 'SNAP'}"
Ted Yoho,1,{'2018FarmBill'}
Mario Diaz-Balart,1,{'2018FarmBill'}
Nancy Pelosi,0,"{'MomsSummit', 'PaidFamilyLeave', 'EqualPay'}"
Jackie Speier,0,"{'HandsOffSNAP', 'SNAP', 'ProtectSNAP'}"
Mario Diaz-Balart,1,"{'Florida', '2018FarmBill', 'citrus'}"
David Rouzer,1,{'FoodSecurity'}
Bennie G. Thompson,0,"{'SNAP', 'GOPfarmbill'}"
David Rouzer,1,"{'2018FarmBill', 'farmfamilies', 'NorthCarolina', 'agriculture'}"
Ted Yoho,1,"{'2018FarmBill', 'SNAP'}"
Bobby L. Rush,0,{'GOPFarmBill'}
Bill Foster,0,"{'GOPFarmBill', 'ProtectSNAP'}"
Eliot Engel,0,{'EndAlz'}
David Rouzer,1,"{'2018FarmBill', 'ruralAmerica', 'FarmBill'}"
Nancy Pelosi,0,{'MomsSummit'}
Bobby L. Rush,0,"{'SNAP', 'GOPFarmBill'}"
Suzanne Bonamici,0,{'ProtectSNAP'}
Eliot Engel,0,{'ClimateSolutionsCaucus'}
Kathleen Rice,0,"{'ProtectDreamers', 'QueenoftheHill'}"
Alcee L. Hastings,0,{'WeWontGoBack'}
Nancy Pelosi,0,{'neveragain'}
Alcee L. Hastings,0,{'HVAD'}
Robin Kelly,0,"{'EnoughIsEnough', 'gunviolence', 'DoSomething'}"
Judy Chu,0,{'EnoughIsEnough'}
Katherine Clark,0,"{'SantaFe', 'neveragain'}"
Doug Collins,1,"{'prisonreform', 'FIRSTSTEPAct'}"
Mark DeSaulnier,0,"{'GOPFarmBill', 'GOPTaxScam'}"
Robin Kelly,0,"{'GOPFarmBill', 'FarmBill'}"
Doug Collins,1,"{'prisonreform', 'FIRSTSTEPAct'}"
James E. Clyburn,0,"{'HandsOffSNAP', 'GOPFarmBill', 'ProtectSNAP', 'GOP'}"
Seth Moulton,0,{'SantaFe'}
Sean Patrick Maloney,0,{'SNAP'}
Denny Heck,0,"{'WA10', 'PoliceWeek'}"
Richard Hudson,1,{'NASCAR'}
Bobby L. Rush,0,"{'ProtectDreamers', 'DACA', 'Dreamers'}"
Grace Meng,0,{'EndGunViolence'}
Bobby L. Rush,0,"{'ProtectDreamers', 'DACA', 'Dreamers'}"
Bobby L. Rush,0,"{'ProtectDreamers', 'DACA', 'Dreamers'}"
Albio Sires,0,"{'NetNeutrality', 'SaveTheInternet'}"
Suzanne Bonamici,0,"{'SNAP', 'FarmBill'}"
Donald Norcross,0,"{'EnoughIsEnough', 'SantaFeShooting'}"
Albio Sires,0,{'TitleX'}
Albio Sires,0,"{'ProtectTitleX', 'TitleX'}"
Joaquin Castro,0,{'SantaFe'}
Steve Cohen,0,"{'MichaelFlynn', 'WitchHunt', 'MuellerRussiaProbe', 'Papadopoulos', 'MichaelCohen', 'Manafort'}"
Dina Titus,0,{'netneutrality'}
Judy Chu,0,"{'TitleX', 'familyplanning'}"
Raul Ruiz,0,{'fedup'}
Richard Hudson,1,{'SantaFe'}
Hakeem Jeffries,0,{'SantaFeStrong'}
Jackie Speier,0,"{'SantaFe', 'gunsafety'}"
Mark DeSaulnier,0,{'EnoughisEnough'}
Gary Palmer,1,{'TitleX'}
Mario Diaz-Balart,1,{'Venezuela'}
Mario Diaz-Balart,1,"{'Venezuela', 'Maduro'}"
Mario Diaz-Balart,1,"{'Venezuela', 'Maduro'}"
Mario Diaz-Balart,1,"{'Maduro', 'venezuela'}"
Richard Hudson,1,{'RoyalWedding'}
Bill Johnson,1,{'ArmedForcesDay'}
Ann Wagner,1,"{'ArmedForcesDay', 'servicemembers'}"
Ann Wagner,1,{'ArmedForcesDay'}
Grace Meng,0,{'InfrastructureWeek'}
Bobby L. Rush,0,{'ArmedForcesDay'}
Sean Patrick Maloney,0,"{'ArmedForcesDay', 'veterans', 'HudsonValley'}"
Richard Hudson,1,{'AAWXXIX'}
Ken Calvert,1,{'ArmedForcesDay'}
Rob Woodall,1,"{'ArmedForcesDay', 'ArmedForcesDay2018'}"
Eliot Engel,0,"{'BronxWeek', 'BronxBall'}"
Kevin McCarthy,1,"{'ArmedForcesDay', 'servicemembers'}"
Mike Kelly,1,"{'australianarmy', 'musicconnectsus', '1RegtBand', 'YourADF'}"
Robin Kelly,0,"{'NeverAgain', 'gunviolence', 'DREAMers'}"
Mario Diaz-Balart,1,{'Israel'}
Thomas Massie,1,{'humint'}
Robin Kelly,0,"{'twill', 'Chicago', 'CNNSOTU'}"
Mario Diaz-Balart,1,{'Cuba'}
Mario Diaz-Balart,1,{'cuba'}
Mario Diaz-Balart,1,{'VZ'}
Mario Diaz-Balart,1,"{'Venezuela', 'Maduro'}"
Mario Diaz-Balart,1,{'Venezuela'}
Hakeem Jeffries,0,"{'FarmBill', 'Resist'}"
Thomas Massie,1,{'sassywithmassie'}
Mike Quigley,0,"{'PlannedParenthood', 'IL', 'CookCounty', 'Illinois', 'TitleX'}"
Susan W. Brooks,1,{'mentalhealth'}
Michael McCaul,1,{'Venezuela'}
Sheila Jackson Lee,0,{'FosterYouthVoices'}
Justin Amash,1,{'CronyCapitalism'}
Judy Chu,0,"{'EnoughIsEnough', 'SandyHook'}"
Joyce Beatty,0,{'GOPTaxScam'}
Nancy Pelosi,0,{'ABetterDeal'}
Nancy Pelosi,0,{'fightbigmoney'}
Brian Higgins,0,{'Buffalo'}
Jeff Fortenberry,1,{'NDAA'}
Lloyd Doggett,0,{'BankLobbyistAct'}
José E. Serrano,0,{'ABetterDeal'}
José E. Serrano,0,{'ABetterDeal'}
Mario Diaz-Balart,1,{'Venezuela'}
Mario Diaz-Balart,1,{'Maduro'}
Nancy Pelosi,0,{'ABetterDeal'}
Mario Diaz-Balart,1,"{'LibertadParaVenezuela', 'Venezuela', 'Maduro'}"
Mario Diaz-Balart,1,{'Venezuela'}
Nancy Pelosi,0,{'epicsystems'}
James E. Clyburn,0,"{'GunReformNow', 'EnoughIsEnough', 'Charleston', 'GUNviolence'}"
Jackie Speier,0,{'SupremeCourt'}
Doug Collins,1,"{'PrisonReform', 'FIRSTSTEPAct'}"
Sheila Jackson Lee,0,{'rejectHR5682'}
Marcy Kaptur,0,{'ABetterDeal'}
Rosa DeLauro,0,{'ABetterDeal'}
Sheila Jackson Lee,0,"{'rejectHR5682', 'HR5682'}"
Steve Cohen,0,{'Trump'}
Robin Kelly,0,{'ABetterDeal'}
Sheila Jackson Lee,0,{'rejectHR5682'}
Susan W. Brooks,1,{'RightToTry'}
Sheila Jackson Lee,0,{'rejectHR5682'}
Bill Johnson,1,{'CuresAct'}
Adam Kinzinger,1,{'SubEnergy'}
Sheila Jackson Lee,0,{'rejectHR5682'}
Michael McCaul,1,{'AtlanticCancer'}
Lloyd Doggett,0,{'ABetterDeal'}
Doug Collins,1,{'FIRSTSTEPAct'}
Katherine Clark,0,{'ABetterDeal'}
Judy Chu,0,"{'PowerAct', 'immigration'}"
