name,partisan_score,hashtags
Eliot Engel,0,{'Trumpcare'}
Mo Brooks,1,{'CitizensForSpaceExploration'}
Jackie Speier,0,{'Trumprussia'}
John Garamendi,0,{'TrumpCare'}
Richard Hudson,1,{'AAW100'}
Tom Graves,1,{'ACDC'}
Brian Higgins,0,{'TrumpBudget'}
Brian Babin,1,{'TaxpayerFirst'}
Nancy Pelosi,0,"{'TrumpCuts', 'Trumpcare'}"
Mario Diaz-Balart,1,{'SFL'}
Nancy Pelosi,0,"{'TrumpCuts', 'Trumpcare'}"
Mario Diaz-Balart,1,{'FL'}
Garret Graves,1,{'HurricanesSeason'}
Katherine Clark,0,{'MA5'}
Ruben Gallego,0,{'NoAHCA'}
Michael McCaul,1,{'Manchester'}
Joyce Beatty,0,"{'Trumpcare', 'byTheNumbers'}"
Kevin McCarthy,1,{'humantrafficking'}
Lloyd Doggett,0,"{'TrumpCare', 'CBOScore'}"
Bill Foster,0,{'OpioidEpidemic'}
Susan W. Brooks,1,{'BehindTheScenes'}
Denny Heck,0,{'studentdebt'}
Sean Patrick Maloney,0,"{'BanTheBarges', 'anchorages'}"
Jackie Speier,0,"{'Trumprussia', 'ICYMI', 'Sessions'}"
Eliot Engel,0,{'AsthmaAwarenessMonth'}
Brian Higgins,0,{'TrumpBudget'}
Joyce Beatty,0,{'ICYMI'}
Steve Cohen,0,"{'Memphis', 'JeffSessions', 'TrumpCuts'}"
Marcy Kaptur,0,{'GreatLakes'}
Nancy Pelosi,0,"{'FightFor15', 'RaiseTheWage'}"
Mike Rogers,1,{'RateShock'}
Adam Kinzinger,1,"{'DC', 'TBT'}"
Nancy Pelosi,0,{'RaiseTheWage'}
Richard Hudson,1,{'AAW100'}
Brian Babin,1,{'TX36'}
Thomas Massie,1,{'cvgcaucus'}
Joyce Beatty,0,{'Trumpcare'}
Mike Quigley,0,{'tech'}
Mike Rogers,1,"{'AL03', 'TalladegaCo', 'Alabama'}"
Susan W. Brooks,1,{'bipartisan'}
Will Hurd,1,{'mentalhealthawarenessmonth'}
Grace Meng,0,{'TrumpBudget'}
Markwayne Mullin,1,{'WeeklyWrapUp'}
Joyce Beatty,0,"{'StrokeMonth', 'stroke'}"
Michael McCaul,1,{'TX'}
Joyce Beatty,0,{'FosterYouthVoices'}
Marcy Kaptur,0,{'BalancedTradeNow'}
Gary Palmer,1,{'HR2660'}
Brian Higgins,0,{'KnowtheCBO'}
Susan W. Brooks,1,{'Little500'}
Marcy Kaptur,0,{'BalancedTradeNow'}
Hakeem Jeffries,0,{'Jerk'}
Brian Higgins,0,{'KnowtheCBO'}
Dina Titus,0,{'BasinAndRange'}
Brian Higgins,0,{'KnowtheCBO'}
Mike Rogers,1,{'AL03'}
Brian Higgins,0,{'KnowtheCBO'}
Trent Kelly,1,{'MS01'}
Brian Higgins,0,"{'Trumpcare', 'KnowtheCBO'}"
Susan W. Brooks,1,{'InTheNews'}
Adam Schiff,0,{'MuslimBan'}
Donald Norcross,0,"{'Fightfor15', 'RaiseTheWage'}"
Brian Higgins,0,{'KnowtheCBO'}
John Garamendi,0,{'TravelBan'}
Brian Higgins,0,{'KnowtheCBO'}
Steve Cohen,0,{'Memphis'}
Alcee L. Hastings,0,{'Everglades'}
Grace Meng,0,{'MuslimBan'}
Steve Scalise,1,{'HumanTrafficking'}
Brenda Lawrence,0,{'Trumpcare'}
Rob Woodall,1,{'veterans'}
Robin Kelly,0,{'MuslimBan'}
Trent Kelly,1,{'MS01'}
Mario Diaz-Balart,1,{'Everglades'}
Susan W. Brooks,1,"{'IN05', 'CongressionalArtComp'}"
Susan W. Brooks,1,{'CongressionalArtComp'}
Adam Kinzinger,1,{'HerndonClimb'}
Grace Meng,0,{'MenstruationMatters'}
Richard Hudson,1,"{'CocaCola600', 'NASCAR'}"
John Garamendi,0,"{'healthcare', 'Trumpcare'}"
Sheila Jackson Lee,0,{'TrumpRussia'}
Adam Kinzinger,1,"{'IL16', 'Manufacturing'}"
Susan W. Brooks,1,{'500MemService'}
Joe Wilson,1,{'CapitolHillChallenge'}
Katherine Clark,0,{'MemorialDayWeekend'}
Gus Bilirakis,1,{'DiscussWithGus'}
Grace Meng,0,{'TrumpBudget'}
Adam Kinzinger,1,{'PeoplesHouse'}
Hakeem Jeffries,0,{'Shameful'}
Mike Quigley,0,"{'RepInTheRockies', 'ClimateChange'}"
Brian Babin,1,{'MemorialDay'}
Brian Higgins,0,{'KnowtheCBO'}
Mark Walker,1,{'AAW100'}
Nancy Pelosi,0,{'EqualityForward'}
Alcee L. Hastings,0,"{'HRes30', 'Yulin'}"
Will Hurd,1,{'ScottDeem'}
Sean Patrick Maloney,0,{'EidMubarak'}
Katherine Clark,0,"{'MemorialDayWeekend', 'TeamClark'}"
Tom Reed,1,{'problemsolverscaucus'}
Susan W. Brooks,1,{'Indy500'}
Mike Quigley,0,{'infrastructure'}
Brian Higgins,0,"{'SavetheNEH', 'SavetheNEA'}"
Tom Reed,1,{'ProblemSolversCaucus'}
Ann Wagner,1,{'section230'}
Joyce Beatty,0,"{'EndTheStigma', 'MHM2017'}"
Mike Quigley,0,{'Intel'}
Will Hurd,1,"{'TheIncredibleHulk', 'FlashBackFriday'}"
Will Hurd,1,{'stateoftx23'}
Eliot Engel,0,{'Trump'}
Adam Kinzinger,1,{'WTVO'}
Tom Emmer,1,{'MN06'}
Nancy Pelosi,0,"{'EqualityForward', 'LGBT'}"
Susan W. Brooks,1,"{'MemorialDayWeekend', 'Indy500'}"
Grace Meng,0,{'Queens'}
Brian Higgins,0,{'ENDAlz'}
Mike Rogers,1,"{'Alabama', 'Obamacare'}"
Susan W. Brooks,1,"{'IN05', 'CongressionalArtComp'}"
Nancy Pelosi,0,{'Ramadan'}
Susan W. Brooks,1,"{'CongressionalArtCompetition', 'IN05'}"
Raul Ruiz,0,{'TrumpCare'}
Susan W. Brooks,1,"{'IN05', 'CongressionalArtComp'}"
Mike Quigley,0,{'TrumpBudget'}
Adam Kinzinger,1,"{'HuntingtonsDisease', 'LetsTalkAboutHD'}"
Suzanne Bonamici,0,{'TrumpCuts'}
Markwayne Mullin,1,{'OK'}
Will Hurd,1,{'GovProtect17'}
Mo Brooks,1,{'AL05'}
Trent Kelly,1,{'MS01'}
Joaquin Castro,0,{'Mexico'}
Marcy Kaptur,0,{'TrumpCare'}
Sheila Jackson Lee,0,{'TrumpRussia'}
Joyce Beatty,0,"{'TrumpRussia', 'NotNormal'}"
Richard Hudson,1,{'CenturyOfService'}
Robin Kelly,0,{'gunviolence'}
Thomas Massie,1,"{'sassywithmassie', 'sealofapproval'}"
Richard Hudson,1,{'CocaCola600'}
Seth Moulton,0,{'AmericanDream'}
Joaquin Castro,0,{'veterans'}
Grace Meng,0,"{'Bayside', 'MemorialDay', 'Queens'}"
Adam Kinzinger,1,"{'AmericanDream', 'Top40', 'BipartisanIndex'}"
Brian Babin,1,{'intern'}
Adam Kinzinger,1,{'OnThisDay'}
Marcy Kaptur,0,{'MemorialDay'}
Mike Quigley,0,{'TrumpBudget'}
Brian Higgins,0,{'MemorialDay'}
Will Hurd,1,{'SmallBizSaturday'}
Nancy Pelosi,0,"{'BridgesNotWalls', 'GGB80'}"
Ann Wagner,1,{'GoldStar'}
Will Hurd,1,"{'SmallBizSaturday', 'TX23'}"
Dina Titus,0,{'TeamTitus'}
Susan W. Brooks,1,"{'IN05', 'CongressionalArtComp'}"
Joaquin Castro,0,{'DavidsLaw'}
Mike Quigley,0,{'TrumpBudget'}
John Garamendi,0,{'trumpbudget'}
Adam Schiff,0,{'FakeNews'}
Robin Kelly,0,{'TrumpCare'}
Joe Wilson,1,"{'HurricanePreparednessweek', 'SC02'}"
Dina Titus,0,{'BasinAndRange'}
Adam Kinzinger,1,"{'RollingThunder', 'Vietnam', 'NeverForget'}"
Lloyd Doggett,0,{'MemorialDay'}
Darin LaHood,1,{'Route66'}
Scott DesJarlais,1,{'HonorThem'}
Scott DesJarlais,1,"{'HonorThem', 'MemorialDay'}"
John Garamendi,0,"{'TrumpBudget', 'veterans'}"
Susan W. Brooks,1,{'Indy500'}
Susan W. Brooks,1,{'Indy500'}
Grace Meng,0,"{'Queens', 'MemorialDay', 'Maspeth'}"
Grace Meng,0,"{'MemorialDay', 'ForestHills', 'Queens'}"
Will Hurd,1,{'MemorialDay'}
Marcy Kaptur,0,{'TOL'}
Mark Walker,1,{'CocaCola600'}
Richard Hudson,1,"{'HonorTheFallen', 'NASCARonFS1', 'CocaCola600', 'remember'}"
Garret Graves,1,"{'GeauxTigers', 'SECChampionship'}"
Richard Hudson,1,"{'GoPanthers', 'nascar', 'CocaCola600'}"
Mark Walker,1,"{'CocaCola600', 'MemorialDay'}"
Richard Hudson,1,{'CocaCola600'}
Mike Quigley,0,{'RepInTheRockies'}
Richard Hudson,1,{'CocaCola600'}
Will Hurd,1,"{'ServiceAcademies', 'Classof2021', 'Military', 'Texas'}"
Richard Hudson,1,"{'CocaCola600', 'ItTakesDrive'}"
Adam Kinzinger,1,{'MemorialDayWeekend'}
Virginia Foxx,1,{'MemorialDay'}
Michael McCaul,1,{'MemorialDay'}
Steve Cohen,0,{'MemorialDay'}
Louie Gohmert,1,{'MemorialDay'}
André Carson,0,{'MemorialDay'}
Donald Norcross,0,"{'MDW2017', 'FallenHeroes', 'ThankYou', 'MDW', 'MemorialDay'}"
Steve Scalise,1,{'MemorialDay'}
Adam Kinzinger,1,{'MemorialDay'}
José E. Serrano,0,{'MemorialDay'}
Tom Graves,1,{'MemorialDay'}
Brian Babin,1,{'MemorialDay'}
Markwayne Mullin,1,{'MemorialDay'}
Sean Patrick Maloney,0,{'MemorialDay2017'}
Kevin McCarthy,1,{'MemorialDay'}
Joe Wilson,1,{'MemorialDay'}
Seth Moulton,0,{'MemorialDay'}
Will Hurd,1,"{'MemorialDay', 'FreedomIsNotFree'}"
Lloyd Doggett,0,{'MemorialDay'}
Susan W. Brooks,1,"{'MemorialDay', 'veterans', 'LOCvets'}"
Dina Titus,0,{'MemorialDay'}
Marcy Kaptur,0,{'MemorialDay'}
Mark Meadows,1,{'MemorialDay'}
Eliot Engel,0,"{'MemorialDay', 'NewRochelle'}"
Joyce Beatty,0,{'MemorialDay'}
Ann Wagner,1,{'MemorialDay17'}
Nancy Pelosi,0,{'MemorialDay'}
Trent Kelly,1,{'MS01'}
Louie Gohmert,1,"{'MemorialDay', 'WashingtonUpdate'}"
Daniel Webster,1,{'MemorialDay'}
Eliot Engel,0,"{'Pelham', 'MemorialDay'}"
Grace Meng,0,"{'Glendale', 'Ridgewood', 'Queens'}"
Will Hurd,1,{'MemorialDay'}
Hakeem Jeffries,0,{'MemorialDay'}
Bill Foster,0,{'MemorialDay'}
Marcy Kaptur,0,{'MemorialDay'}
Martha Roby,1,{'MemorialDay'}
Nancy Pelosi,0,{'JFK100'}
Mark DeSaulnier,0,{'MemorialDay'}
Brenda Lawrence,0,"{'MemorialDay', 'Veterans', 'NeverForget', 'ThankYou'}"
Dina Titus,0,"{'HonorThem', 'MemorialDay'}"
Dina Titus,0,"{'HonorThem', 'MemorialDay', 'HonortheFallen'}"
Dina Titus,0,{'MemorialDay'}
Will Hurd,1,"{'MemorialDay', 'NeverForget'}"
Dina Titus,0,"{'PuertoRican', 'LV'}"
Eliot Engel,0,"{'MemorialDay', 'GlenIslandPark'}"
David Scott,0,{'MemorialDay'}
Mark DeSaulnier,0,{'MemorialDay'}
Will Hurd,1,{'MemorialDay17'}
Seth Moulton,0,{'MA6'}
Mark DeSaulnier,0,{'MemorialDay'}
Brian Higgins,0,{'MemorialDay'}
Jeff Fortenberry,1,{'MemorialDay'}
Nancy Pelosi,0,{'JFK100'}
Mark DeSaulnier,0,{'MemorialDay'}
Mike Quigley,0,{'climatechange'}
Lloyd Doggett,0,{'MemorialDay'}
Adam Kinzinger,1,"{'AimHigh', 'FlyFightWin'}"
Grace Meng,0,"{'MemorialDay', 'Queens'}"
Rob Woodall,1,{'memorialday2017'}
Will Hurd,1,{'MemorialDay2017'}
Susan W. Brooks,1,{'MemorialDay'}
Tom Emmer,1,{'JFK100'}
Steve Cohen,0,{'Kennedy100'}
Nancy Pelosi,0,{'MemorialDay'}
Nancy Pelosi,0,{'MemorialDay'}
Mike Quigley,0,{'MemorialDay'}
Lloyd Doggett,0,{'MemorialDay'}
Mike Quigley,0,{'WOOGMS'}
Seth Moulton,0,{'MemorialDay'}
Brenda Lawrence,0,"{'MemorialDay', 'Veterans'}"
Richard Hudson,1,{'AAW100'}
Mark Walker,1,{'NC06'}
Louie Gohmert,1,{'TX01'}
Joyce Beatty,0,"{'TrumpCuts', 'QuoteOfTheDay'}"
Will Hurd,1,{'TX23'}
Adam Kinzinger,1,{'MemorialDay'}
Mo Brooks,1,{'alpolitics'}
Joyce Beatty,0,"{'SCOTUS', 'VotingRights'}"
Lloyd Doggett,0,{'MemorialDay'}
Mark Walker,1,{'NC06'}
Mark Walker,1,{'ncpol'}
Adam Kinzinger,1,"{'IraqCaucus', 'Iraq'}"
Doug Collins,1,{'AHCA'}
Tom Graves,1,{'ACDC'}
Robin Kelly,0,"{'TrumpBudget', 'rural', 'twill'}"
Joyce Beatty,0,"{'OAM', 'OlderAmericansMonth'}"
Louie Gohmert,1,"{'WW2veterans', 'WW2', 'TX01'}"
Kevin McCarthy,1,{'taxreform'}
Steve Cohen,0,"{'Memphis', 'Obama'}"
Mario Diaz-Balart,1,{'FL25'}
Mike Quigley,0,"{'LGBTQ', 'MemorialDay'}"
Will Hurd,1,{'MemorialDay'}
Dina Titus,0,"{'MonumentsForAll', 'GoldButte'}"
Grace Meng,0,{'APAHM17'}
Joyce Beatty,0,{'ICYMI'}
Katherine Clark,0,"{'SmallBiz', 'SmallBusinessMonth'}"
Mike Rogers,1,{'Opelika'}
Mike Quigley,0,"{'RepInTheRockies', 'climate'}"
Ann Wagner,1,{'groundbreaking'}
Nancy Pelosi,0,{'PelosiCWClub'}
Suzanne Bonamici,0,{'keepitpublic'}
Louie Gohmert,1,{'TX01'}
Adam Kinzinger,1,{'passport'}
Will Hurd,1,{'MemorialDay'}
Adam Kinzinger,1,{'WeRemember'}
Brian Higgins,0,{'BuffaloPride'}
Ruben Gallego,0,{'Paris'}
Will Hurd,1,"{'ValueCHCs', 'TX23'}"
Donald Norcross,0,{'fallenheroes'}
Brian Higgins,0,{'BuffaloPride'}
Brian Higgins,0,{'BuffaloPride'}
Mario Diaz-Balart,1,{'SWFL'}
Will Hurd,1,{'ThinBlueLine'}
Jackie Speier,0,"{'Cohen', 'Russia'}"
Robin Kelly,0,{'twill'}
Dina Titus,0,"{'HomeMeansNV', '1u'}"
Mark Walker,1,{'NC06'}
Mark Walker,1,{'NC06'}
Suzanne Bonamici,0,{'GEARUPworks'}
Steve Cohen,0,"{'ShelbyCounty', 'Memphis', 'memstorm'}"
Steve Cohen,0,"{'Memphis', 'MemphisAirport'}"
Mike Quigley,0,"{'RepInTheRockies', 'ActonClimate'}"
Jackie Speier,0,"{'Kusher', 'Russia'}"
Adam Kinzinger,1,"{'IL16', 'Rockford'}"
Eliot Engel,0,{'NewRochelle'}
Dina Titus,0,"{'CongressionalArtCompetition', 'NV01'}"
Dina Titus,0,"{'NV', 'AAPI', 'StrongerTogether'}"
Mark DeSaulnier,0,{'DeSaulnierTownHall'}
Louie Gohmert,1,{'immigration'}
Joe Wilson,1,{'HurricanePreparednessweek'}
Brian Babin,1,{'Obamacare'}
Lloyd Doggett,0,{'OlderAmericansMonth'}
Tom Reed,1,{'problemsolverscaucus'}
Nancy Pelosi,0,{'ParisAgreement'}
Michael McCaul,1,{'NationalSecurity'}
Mike Quigley,0,"{'ParisAgreement', 'climatechange'}"
Steve Scalise,1,{'RepealAndReplace'}
Katherine Clark,0,{'ParisAgreement'}
Mark Takano,0,{'ParisAgreement'}
Mario Diaz-Balart,1,{'SWFL'}
Mike Quigley,0,"{'NationalParks', 'ParisAgreement', 'RepInTheRockies', 'ProtectOurParks'}"
Eliot Engel,0,{'Kabul'}
Will Hurd,1,{'WestTexasWednesday'}
Mike Quigley,0,{'RepInTheRockies'}
Donald Norcross,0,{'Camden'}
Joyce Beatty,0,{'TrumpCuts'}
Rob Woodall,1,"{'leadership', 'local'}"
Nancy Pelosi,0,{'Ramadan'}
Tom Emmer,1,{'mn06'}
Eliot Engel,0,"{'Climatechange', 'ParisAgreement'}"
Will Hurd,1,"{'NationalSalsaMonth', 'TX23'}"
Grace Meng,0,"{'seniors', 'Bayside', 'Queens'}"
Joyce Beatty,0,{'SorryNotSorry'}
Alcee L. Hastings,0,{'ParisAgreement'}
Mike Quigley,0,{'RepInTheRockies'}
Susan W. Brooks,1,{'changementalhealth'}
James Comer,1,{'MadeInUSA'}
Grace Meng,0,"{'ParisAgreement', 'ClimateChange'}"
Tom Emmer,1,{'SBIndex'}
Doug Collins,1,{'Adoption'}
Markwayne Mullin,1,"{'OK', 'ScrippsNationalSpellingBee'}"
Joyce Beatty,0,{'TrumpRussia'}
Lloyd Doggett,0,{'TrumpCare'}
Marcy Kaptur,0,{'TOL'}
Will Hurd,1,{'cybersecurity'}
Jackie Speier,0,"{'ParisAgreement', 'climatechange'}"
Joyce Beatty,0,"{'TrumpCuts', 'BadForWomen'}"
Tom Graves,1,{'ACDC'}
Nancy Pelosi,0,"{'SocialSecurity', 'TrumpCuts'}"
Donald Norcross,0,{'SouthJersey'}
Ann Wagner,1,{'HireVets'}
Mike Quigley,0,"{'healthcare', 'birthcontrol'}"
Robin Kelly,0,{'TrumpCare'}
Brian Babin,1,"{'WWII', 'Orangefield'}"
Mike Rogers,1,"{'AL03', 'Alabama'}"
Kevin McCarthy,1,"{'ProLife', 'DefundPP'}"
Kevin McCarthy,1,{'ProLife'}
Nancy Pelosi,0,"{'TrumpCuts', 'Trumpcare'}"
Donald Norcross,0,"{'NJ', 'DE', 'opioid', 'PA'}"
Steve Cohen,0,"{'Memphis', 'MemphisAirport'}"
Pete Olson,1,{'TX'}
Joyce Beatty,0,{'StrokeMonth'}
Kathleen Rice,0,{'LIPride'}
Mark DeSaulnier,0,{'ICYMI'}
Lloyd Doggett,0,{'draintheswamp'}
Jackie Speier,0,"{'TrumpCuts', 'BadforWomen', 'PlannedParentood'}"
Suzanne Bonamici,0,{'AstoriaOR'}
John Garamendi,0,"{'ParisAgreement', 'ClimateChange'}"
Adam Kinzinger,1,"{'MentalHealthAwarenessMonth', 'Illinois'}"
Mike Quigley,0,{'Russia'}
Ruben Gallego,0,{'inmigración'}
Mark DeSaulnier,0,"{'CA11', 'DeSaulnierTownHall'}"
Dina Titus,0,"{'NV01', 'Seniors', 'ActiveLiving'}"
Ruben Gallego,0,"{'DACA', 'ICE', 'KnowYourRights', 'CitizenshipNow'}"
Adam Kinzinger,1,{'MentalHealthAwarenessMonth'}
Mike Quigley,0,"{'RepInTheRockies', 'climatechange'}"
Sheila Jackson Lee,0,{'TrumpRussia'}
Ruben Gallego,0,{'AZ07'}
Ruben Gallego,0,{'knowyourrights'}
Mark Walker,1,{'StopTheHate'}
Adam Kinzinger,1,{'GreatestGeneration'}
Seth Moulton,0,"{'Fightfor15', 'RaiseTheWage'}"
Donald Norcross,0,{'opioidepidemic'}
Donald Norcross,0,{'SouthJersey'}
Steve Scalise,1,{'HurricaneSeason17'}
Susan W. Brooks,1,{'IN05'}
Mario Diaz-Balart,1,{'HurricaneSeason'}
Ruben Gallego,0,{'covfefe'}
Mike Quigley,0,"{'RepInTheRockies', 'climatechange'}"
Kevin McCarthy,1,{'MAGA'}
Nancy Pelosi,0,"{'Pride2017', 'LGBT'}"
Joyce Beatty,0,{'LGBTPrideMonth'}
Martha Roby,1,{'AL02'}
Kevin McCarthy,1,{'humantrafficking'}
Donald Norcross,0,"{'FightFor15', 'RaiseTheWage', 'TBT'}"
Hakeem Jeffries,0,{'Treason'}
Mike Quigley,0,"{'RepInTheRockies', 'ActOnClimate'}"
Sean Patrick Maloney,0,"{'LGBTQ', 'Pride2017'}"
Joyce Beatty,0,{'TrumpRussia'}
Donald Norcross,0,"{'NJ', 'equalrights', 'LGBTQ'}"
Will Hurd,1,{'GreatOutdoorsMonth'}
Brian Babin,1,{'Hurricane'}
Markwayne Mullin,1,{'OK'}
Sean Patrick Maloney,0,"{'Parisclimateaccord', 'ClimateChange'}"
Mike Quigley,0,{'LGBTQ'}
Mike Quigley,0,"{'RepInTheRockies', 'ParisAgreement'}"
Tom Emmer,1,{'mn06'}
Robin Kelly,0,{'climatechange'}
Bobby L. Rush,0,{'ChathamBizSummit'}
Dina Titus,0,"{'DTLV', 'DTVAlliance'}"
Dina Titus,0,"{'DTLV', 'smallbiz', 'OnlyInDistrict1'}"
Eliot Engel,0,"{'Russia', 'Trump'}"
Will Hurd,1,{'ImmigrantHeritageMonth'}
Donald Norcross,0,"{'ActOnClimate', 'ParisClimateDeal'}"
Markwayne Mullin,1,"{'airport', 'infrastructure', 'FAA', 'Oklahoma'}"
Matt Cartwright,0,{'LoveIsLove'}
Donald Norcross,0,{'ParisClimateDeal'}
Bill Foster,0,{'ParisAgreement'}
Earl Blumenauer,0,{'ActOnClimate'}
Mario Diaz-Balart,1,"{'HurricaneSeason', 'SFL'}"
Denny Heck,0,{'ParisClimateDeal'}
Brian Babin,1,{'TX36'}
Mike Quigley,0,{'ParisAgreement'}
Rosa DeLauro,0,{'ParisAgreement'}
Mike Quigley,0,"{'climatechange', 'ParisClimateDeal'}"
Steve Cohen,0,"{'ParisAgreement', 'ActOnClimate', 'ClimateChange'}"
Mike Quigley,0,{'ParisAgreement'}
Denny Heck,0,{'PugetSound'}
Nancy Pelosi,0,"{'ParisAgreement', 'ActOnClimate'}"
John Garamendi,0,"{'ParisClimateAgreement', 'ClimateChange'}"
Doug Collins,1,{'ProLife'}
Mike Quigley,0,{'birthcontrol'}
John Garamendi,0,{'ParisAgreement'}
Will Hurd,1,{'IoT17'}
Sheila Jackson Lee,0,"{'ParisAgreement', 'TrumpRussia'}"
Jackie Speier,0,"{'ParisAgreement', 'Sessions', 'subpoenas'}"
Rosa DeLauro,0,{'ParisAgreement'}
Lloyd Doggett,0,"{'ParisAgreement', 'ActonClimate'}"
Sheila Jackson Lee,0,"{'ParisAgreement', 'TrumpRussia'}"
Grace Meng,0,{'KewGardens'}
John Garamendi,0,{'ParisAgreement'}
Nancy Pelosi,0,{'ActOnClimate'}
Adam Kinzinger,1,{'veterans'}
Seth Moulton,0,{'TrumpCare'}
Will Hurd,1,{'WonderWoman'}
Nancy Pelosi,0,{'Paris'}
Scott DesJarlais,1,{'TN04'}
Trent Kelly,1,{'MS01'}
Mark DeSaulnier,0,{'ParisAgreement'}
Trent Kelly,1,{'MS01'}
Steve Scalise,1,{'ParisAgreement'}
Dina Titus,0,"{'futureleaders', 'NV01'}"
Will Hurd,1,"{'NationalParks', 'FixOurParks'}"
Mark DeSaulnier,0,{'ParisAgreement'}
Jackie Speier,0,"{'ParisAgreement', 'HASC'}"
Suzanne Bonamici,0,"{'CTE', 'AstoriaOR'}"
Jackie Speier,0,{'TrumpRussia'}
Mark DeSaulnier,0,{'ParisAgreement'}
Rob Woodall,1,"{'serviceacademy', 'leadershipmatters', 'GA07'}"
Jackie Walorski,1,{'taxreform'}
Mark DeSaulnier,0,"{'DubNation', 'NBAFinals'}"
Dina Titus,0,{'WeHeartLogistics'}
Thomas Massie,1,{'sassywithmassie'}
Joyce Beatty,0,{'NoBanNoWallEVER'}
Thomas Massie,1,{'sassywithmassie'}
Nancy Pelosi,0,{'ParisAgreement'}
Mike Quigley,0,{'DraintheSwamp'}
Mike Quigley,0,{'climatechange'}
Will Hurd,1,{'theCHLI'}
Brian Babin,1,{'TX36'}
Nancy Pelosi,0,{'ParisAgreement'}
Lloyd Doggett,0,{'TrumpBudget'}
Eliot Engel,0,{'climatechange'}
Steve Scalise,1,"{'CHOICEact', 'DoddFrank'}"
Nancy Pelosi,0,{'WearOrange'}
Joyce Beatty,0,{'OH'}
Steve Cohen,0,"{'WearOrange', 'gunviolence', 'Congress'}"
Eliot Engel,0,{'USClimatealliance'}
Dina Titus,0,{'WearOrange'}
Steve Scalise,1,{'CHOICEAct'}
Sheila Jackson Lee,0,{'trumpclimate'}
Grace Meng,0,"{'WearOrange', 'EndGunViolence'}"
Richard Hudson,1,{'NationalDoughnutDay'}
Louie Gohmert,1,{'TX01'}
Steve Scalise,1,{'Obamacare'}
Nancy Pelosi,0,{'WrongChoiceAct'}
Mike Quigley,0,{'LGBTPrideMonth'}
Ruben Gallego,0,{'WearOrange'}
Adam Kinzinger,1,"{'WWI', 'NationalDonutDay', 'IL16'}"
Doug Collins,1,{'GA09'}
Will Hurd,1,{'STEM'}
Donald Norcross,0,"{'WearOrange', 'GunViolence'}"
Brian Babin,1,{'TX36'}
Donald Norcross,0,"{'WearOrange', 'GunViolence'}"
Brenda Lawrence,0,"{'Michigan', 'Family', 'Jobs', 'Economy'}"
Albio Sires,0,{'ParisAgreement'}
Sean Patrick Maloney,0,{'Beacon'}
Brian Higgins,0,{'AHCA'}
Dina Titus,0,"{'WearOrange', 'TeamTitus', 'NationalGunViolenceAwarenessDay'}"
Sean Patrick Maloney,0,{'Beacon'}
Joyce Beatty,0,{'Trumpcare'}
Mike Quigley,0,{'RepInTheRockies'}
Jackie Speier,0,{'Nunes'}
Louie Gohmert,1,{'TX01'}
Louie Gohmert,1,{'TX01'}
Suzanne Bonamici,0,{'WearOrange'}
Grace Meng,0,{'Bayside'}
Katherine Clark,0,"{'PrideMonth', 'loveislove'}"
John Garamendi,0,"{'climatechange', 'ParisAgreementPullOut'}"
Joaquin Castro,0,"{'TXed', 'SATX', 'UTSA'}"
Will Hurd,1,{'TX23'}
Mark Takano,0,{'Pride2017'}
Jackie Speier,0,"{'WearOrange', 'gunviolence'}"
Donald Norcross,0,"{'CherryHill', 'FinancialAid', 'HigherEd'}"
David Scott,0,"{'AlzheimersAwareness', 'EndAlzheimers'}"
Steve Stivers,1,{'OH15'}
Nancy Pelosi,0,{'WearOrange'}
Susan W. Brooks,1,"{'IN05', 'NationalDairyMonth'}"
Tom Graves,1,{'GA14Facts'}
Joyce Beatty,0,"{'GVAM2017', 'GoOrange'}"
Robin Kelly,0,"{'airport', 'infrastructure', 'FAA', 'Chicago'}"
Mark DeSaulnier,0,{'WearOrange'}
Adam Kinzinger,1,{'IL16'}
Nancy Pelosi,0,{'TrumpCuts'}
Mark DeSaulnier,0,"{'GunViolenceAwarenessDay', 'WearOrange'}"
Will Hurd,1,"{'TenetHospital', 'TX23'}"
Brian Babin,1,{'TX36'}
Mike Quigley,0,{'RepInTheRockies'}
Joaquin Castro,0,{'DeportedVeterans'}
Eliot Engel,0,"{'WearOrange', 'NationalGunViolenceAwarenessDay'}"
Bill Foster,0,{'WearOrange'}
Will Hurd,1,{'NationalDonutDay'}
Will Hurd,1,{'CyberSec'}
John Garamendi,0,{'JFK100'}
Mike Quigley,0,"{'GunViolenceAwarenessDay', 'WearOrange'}"
Trent Kelly,1,{'MS01'}
Trey Hollingsworth,1,{'TermLimits'}
Marcy Kaptur,0,{'NationalTrailsDay'}
Lloyd Doggett,0,"{'ParisAgreement', 'ActOnClimate'}"
Dina Titus,0,{'BasinAndRange'}
Sean Patrick Maloney,0,{'ParisAgreement'}
Will Hurd,1,{'SmallBusinesses'}
Dina Titus,0,"{'WearOrange', 'TeamTitus', 'NationalGunViolenceAwarenessDay', 'EndGunViolence'}"
Joaquin Castro,0,{'DeportedVeterans'}
Mike Quigley,0,"{'RepInTheRockies', 'NationalTrailsDay'}"
Brian Higgins,0,{'ArtAlive2017'}
Will Hurd,1,"{'NationalParks', 'HitTheTrail', 'TX23', 'NationalTrailsDay'}"
Brian Higgins,0,{'ArtAlive2017'}
Eliot Engel,0,{'STEM'}
