name,partisan_score,hashtags
Marcy Kaptur,0,{'GOPTaxScam'}
Dina Titus,0,"{'TeamTitus', 'NPDLove', 'GiveBack', 'NationalPhilanthropyDay', 'HomeMeansNV'}"
Louie Gohmert,1,{'AGSessions'}
Brenda Lawrence,0,"{'ABetterDeal', 'Medicaid', 'GOPTaxScam'}"
Bill Foster,0,{'STEM'}
Robin Kelly,0,{'GOPTaxScam'}
Rosa DeLauro,0,"{'childtaxcredit', 'GOPTaxScam'}"
Mario Diaz-Balart,1,{'humanrights'}
Joyce Beatty,0,{'ACAWorks'}
Dina Titus,0,"{'TeamTitus', 'ProjectHomelessConnect', 'giveback'}"
Dina Titus,0,"{'RoyalInternational', 'TeamTitus', 'AAPI', 'OnlyInDistrict1', 'SchoolofGaming', 'smallbiz'}"
Steve Scalise,1,{'FloodInsurance'}
Rob Woodall,1,"{'TaxReform', 'TaxTownHall'}"
Daniel Webster,1,{'FY18NDAA'}
André Carson,0,{'WinterPreparednessWeek'}
Steve Scalise,1,{'NDAA'}
Tom Emmer,1,{'FY18NDAA'}
Tom Graves,1,"{'NDAA', 'Georgia'}"
Mike Quigley,0,{'StillIn'}
Katherine Clark,0,"{'Update', 'GOPTaxScam'}"
Richard Hudson,1,{'FY18NDAA'}
Mike Quigley,0,"{'StillIn', 'ParisAgreement'}"
Kevin McCarthy,1,{'FY18NDAA'}
Mike Quigley,0,"{'Chicago', 'ParisAgreement', 'StillIn', 'ClimateChange'}"
Mario Diaz-Balart,1,{'NDAA'}
Markwayne Mullin,1,{'FY18NDAA'}
Jeff Fortenberry,1,{'NationalApprenticeshipWeek'}
Adam Kinzinger,1,"{'SupportOurTroops', 'FY18NDAA'}"
Steve Cohen,0,{'SessionsHearing'}
Trent Kelly,1,{'MS01'}
Mario Diaz-Balart,1,{'SFL'}
Will Hurd,1,{'FITARA'}
Mark Meadows,1,"{'TaxReform', 'Obamacare'}"
Michael McCaul,1,{'FY18NDAA'}
Jackie Speier,0,{'PBSnewshour'}
Lloyd Doggett,0,{'GOPTaxScam'}
Robin Kelly,0,"{'gunviolence', 'GOPTaxScam'}"
Mark Walker,1,"{'TaxReform', 'Obamacare'}"
Mark Walker,1,"{'CharitableGiving', 'Giving100'}"
Adam Kinzinger,1,{'NDAA'}
Lloyd Doggett,0,"{'ACA', 'GOPTaxScam'}"
Trent Kelly,1,{'MS01'}
Mike Quigley,0,{'diversity'}
Robin Kelly,0,"{'GetCovered', 'OpenEnrollment'}"
Mark Walker,1,{'NDAA'}
Ann Wagner,1,{'NDAA'}
Jackie Walorski,1,{'FY18NDAA'}
Jackie Walorski,1,{'FY18NDAA'}
Dina Titus,0,"{'OnlyInDistrict1', 'BarrickLectureSeries'}"
Dina Titus,0,"{'AAPI', 'TeamTitus', 'OnlyInDistrict1'}"
Adam Kinzinger,1,{'WorldDiabetesDay'}
Susan W. Brooks,1,{'IN05'}
Marcy Kaptur,0,{'GOPTaxScam'}
Jackie Speier,0,{'MeTooCongress'}
Katherine Clark,0,"{'Update', 'GOPTaxScam'}"
Mike Quigley,0,"{'LGBTQ', 'equality'}"
Brian Babin,1,"{'troops', 'military', 'NDAA'}"
Markwayne Mullin,1,{'OK2'}
Doug Collins,1,{'SessionsHearing'}
Adam Kinzinger,1,"{'terrorism', 'Hamas', 'CyberSecurity', 'Burma'}"
Tom Reed,1,{'NDAA'}
Robin Kelly,0,"{'Kankakee', 'IL02Proud'}"
Joe Wilson,1,{'FY18NDAA'}
Marcy Kaptur,0,{'GOPTaxScam'}
Will Hurd,1,{'FITARA'}
Susan W. Brooks,1,"{'TaxReform', 'DACA'}"
Mike Quigley,0,"{'Illinois', 'Medicare', 'GOPTaxScam'}"
Joyce Beatty,0,"{'ABetterDeal', 'GOPTaxScam'}"
Dina Titus,0,{'HRES401'}
Susan W. Brooks,1,{'TaxCutsAndJobsAct'}
Mark Walker,1,{'TaxReform'}
Hakeem Jeffries,0,{'GOPTaxScam'}
Lloyd Doggett,0,{'TaxBill'}
Brian Higgins,0,{'GOPTaxBill'}
Richard Hudson,1,"{'TaxReform', 'NC08'}"
Steve Cohen,0,"{'Impeach45', 'Resist', 'ImpeachTrump', 'impeachment'}"
Joyce Beatty,0,{'AmericaRecyclesDay'}
Robin Kelly,0,"{'TaxReform', 'GOPTaxScam'}"
Jackie Speier,0,{'MeTooCongress'}
Rosa DeLauro,0,{'NotOnePenny'}
Mike Quigley,0,"{'environmental', 'EPA', 'Chicago'}"
Mike Quigley,0,"{'EPA', 'GreatLakes', 'Chicago'}"
Ann Wagner,1,{'fblive'}
Jackie Speier,0,{'MeTooCongress'}
Louie Gohmert,1,{'TX01'}
Adam Kinzinger,1,"{'ToughMudders', 'IL16'}"
Rosa DeLauro,0,{'RepublicanTaxPlan'}
Kathleen Rice,0,{'GOPTaxScam'}
Ruben Gallego,0,{'GOPTaxScam'}
Judy Chu,0,"{'ThxBirthControl', 'HandsOffMyBC'}"
Bill Johnson,1,{'SubEnvironment'}
Robin Kelly,0,{'taxreform'}
Lloyd Doggett,0,{'GOPTaxScam'}
Joyce Beatty,0,{'GetCovered'}
Mario Diaz-Balart,1,{'transportation'}
Lloyd Doggett,0,{'TrumpTaxScam'}
Will Hurd,1,{'FITARA'}
Mike Quigley,0,"{'ThxBirthControl', 'reprorights', 'humanrights', 'birthcontrol'}"
Lloyd Doggett,0,{'GOPTaxScam'}
Mike Quigley,0,{'ThxBirthControl'}
Mike Quigley,0,"{'ThxBirthControl', 'healthcare'}"
Nancy Pelosi,0,{'GOPTaxScam'}
Katherine Clark,0,"{'GOPTaxScam', 'UPDATE'}"
Suzanne Bonamici,0,"{'apprenticeships', 'HappeningNow'}"
Robin Kelly,0,{'AmericaRecyclesDay'}
Eliot Engel,0,{'LifelineForAll'}
Bill Foster,0,{'birthcontrolishealthcare'}
Will Hurd,1,{'FITARA'}
Mike Quigley,0,"{'ThxBirthControl', 'HandsOffMyBC'}"
Dina Titus,0,"{'MJBizCon2017', 'OnlyInDistrict1'}"
Lloyd Doggett,0,{'GOPTaxScam'}
Lloyd Doggett,0,{'GOPTaxBill'}
Suzanne Bonamici,0,"{'Birthcontrol', 'HandsOffMyBC'}"
Trent Kelly,1,{'MS01'}
Steve Cohen,0,"{'MedicalCannabis', 'Sessions', 'marijuana', 'MedicalMarijuana'}"
Lloyd Doggett,0,{'GOPTaxScam'}
José E. Serrano,0,"{'TheBronx', 'GOPTaxScam'}"
Judy Chu,0,{'GOPTaxScam'}
Mario Diaz-Balart,1,{'DACA'}
Will Hurd,1,"{'MarineBday', 'SemperFi'}"
Mike Quigley,0,"{'oilspill', 'EPA', 'Chicago'}"
Denny Heck,0,{'JBLMCentennial'}
Gary Palmer,1,{'AL06'}
Robin Kelly,0,"{'GetCovered', 'OpenEnrollment'}"
Robin Kelly,0,{'TaxReform'}
Suzanne Bonamici,0,{'ProtectWorkers'}
Jaime Herrera Beutler,1,{'TaxCutsAndJobsAct'}
Marcy Kaptur,0,{'GOPTaxScam'}
Robin Kelly,0,"{'LasVegas', 'bumpstocks'}"
Sean Patrick Maloney,0,{'SALT'}
Jeff Fortenberry,1,{'vets'}
Steve Scalise,1,{'TaxReform'}
Brian Babin,1,{'BoweBergdahl'}
Suzanne Bonamici,0,{'GOPTaxPlan'}
Nancy Pelosi,0,{'GOPTaxScam'}
Katherine Clark,0,{'GOPTaxScam'}
Jackie Walorski,1,{'taxreform'}
Mario Diaz-Balart,1,"{'humanrights', 'justicecuba'}"
Adam Kinzinger,1,"{'Russia', 'NorthKorea', 'Syria', 'CheddarLIVE'}"
Mike Quigley,0,"{'ThxBirthControl', 'HandsOffMyBC'}"
Lloyd Doggett,0,{'GOPTaxScam'}
Robin Kelly,0,{'GOPTaxScam'}
Jackie Walorski,1,{'taxreform'}
Lloyd Doggett,0,"{'AlzheimersAwarenessMonth', 'GOPTaxScam'}"
Nancy Pelosi,0,"{'BillionairesFirst', 'GOPTaxScam'}"
Marcy Kaptur,0,"{'BillionairesFirst', 'GOPTaxScam'}"
Grace Meng,0,{'DREAMActNow'}
Nancy Pelosi,0,{'ABetterDeal'}
Mike Quigley,0,{'GOPtaxscam'}
Joyce Beatty,0,{'GOPTaxScam'}
Brian Higgins,0,{'GOPtaxbill'}
Susan W. Brooks,1,"{'Hoosier', 'SubCommTech'}"
Joyce Beatty,0,{'GOPTaxScam'}
Markwayne Mullin,1,{'powerofrural'}
Mark Walker,1,"{'1182more', 'TaxReform'}"
Donald Norcross,0,"{'NJ', 'GOPTaxScam'}"
Sheila Jackson Lee,0,"{'childtaxcredit', 'GOPTaxScam'}"
Robin Kelly,0,{'taxreform'}
Kathleen Rice,0,{'HonorDeportedVets'}
Kevin McCarthy,1,{'TaxCutsAndJobsAct'}
Suzanne Bonamici,0,"{'PowerofRural', 'RuralHealth'}"
Marcy Kaptur,0,{'ABetterDeal'}
James Comer,1,"{'Jobs', 'TaxReform'}"
Sean Patrick Maloney,0,{'AustraliaSaidYES'}
Marcy Kaptur,0,{'ABetterDeal'}
Mike Quigley,0,{'GOPTaxScam'}
Brian Higgins,0,{'WPCD'}
Kevin McCarthy,1,{'TaxCutsandJobsAct'}
Steve Cohen,0,"{'Impeach45', 'Resist', 'Impeachment', 'ImpeachTrump'}"
Richard Hudson,1,{'TaxReform'}
Darin LaHood,1,{'TaxReform'}
Sheila Jackson Lee,0,{'GOPTaxScam'}
Sheila Jackson Lee,0,"{'TPS', 'SaveTPS'}"
Susan W. Brooks,1,{'TaxReform'}
Virginia Foxx,1,{'TaxCutsAndJobsAct'}
Jackie Walorski,1,{'taxreform'}
Katherine Clark,0,{'GOPTaxScam'}
Lloyd Doggett,0,{'GOPTaxBill'}
Kathleen Rice,0,{'HonorDeportedVets'}
Nancy Pelosi,0,{'GOPTaxScam'}
Mark DeSaulnier,0,{'GOPtaxscam'}
Rosa DeLauro,0,"{'NotOnePenny', 'GOPTaxScam'}"
Robin Kelly,0,{'getcovered'}
Nancy Pelosi,0,{'ABetterDeal'}
Mike Quigley,0,{'GOPTaxScam'}
David Scott,0,{'GOPTaxScam'}
Brenda Lawrence,0,{'GOPTaxScam'}
Sheila Jackson Lee,0,{'GOPTaxScam'}
Ruben Gallego,0,{'HASC'}
Trey Hollingsworth,1,{'TaxReform'}
Nancy Pelosi,0,{'GOPTaxScam'}
Eliot Engel,0,"{'WorldPancreaticCancerDay', 'wagehope'}"
Brian Higgins,0,{'GOPtaxbill'}
Brian Higgins,0,{'GOPtaxbill'}
Jim Cooper,0,{'GetCovered'}
Marcy Kaptur,0,{'GOPTaxScam'}
Mark Walker,1,{'NC06'}
Daniel Webster,1,{'TaxReform'}
Doug Collins,1,"{'TaxReform', 'ThrowbackThursday'}"
Katherine Clark,0,{'GOPTaxScam'}
Seth Moulton,0,{'GOPTaxScam'}
Joyce Beatty,0,{'GOPTaxScam'}
Jackie Speier,0,"{'MeToo', 'MeTooCongress'}"
Seth Moulton,0,{'GOPTaxScam'}
Brian Babin,1,"{'TaxReform', 'PASSED'}"
Doug Collins,1,{'TaxReform'}
Will Hurd,1,{'MGTact'}
Louie Gohmert,1,{'taxreform'}
Darin LaHood,1,{'TaxReform'}
Brian Babin,1,"{'taxes', 'TX36'}"
Mike Rogers,1,"{'AL03', 'TaxCutsAndJobsAct'}"
Pete Olson,1,{'taxreform'}
Ann Wagner,1,{'TaxReform'}
Adam Kinzinger,1,{'TaxCutsAndJobsAct'}
Mike Quigley,0,"{'AmericanDream', 'GOPTaxScam'}"
Jaime Herrera Beutler,1,{'TaxCutsAndJobsAct'}
Kevin McCarthy,1,{'MAGA'}
Kathleen Rice,0,{'GOPTaxScam'}
Mike Quigley,0,{'GOPTaxScam'}
Bill Foster,0,{'GOPTaxScam'}
Lloyd Doggett,0,{'GOPTaxScam'}
Suzanne Bonamici,0,{'GOPTaxPlan'}
Bennie G. Thompson,0,{'GOPTaxScam'}
Donald Norcross,0,{'GOPTaxScam'}
Susan W. Brooks,1,{'taxreform'}
Markwayne Mullin,1,"{'BehindtheScenes', 'taxreform'}"
Steve Cohen,0,"{'resist', 'MiddleClass', 'GOPTaxBill'}"
Randy Weber,1,{'taxreform'}
Mike Rogers,1,{'AL03'}
Suzanne Bonamici,0,"{'PANCaware', 'pancreaticcancer', 'DemandBetter', 'WPCD'}"
Mario Diaz-Balart,1,"{'TPS', 'Haiti'}"
Rob Woodall,1,"{'FairTax', 'taxreform', 'HR1'}"
Markwayne Mullin,1,{'OnThisDayinHistory'}
Eliot Engel,0,{'AssociationofRiverdaleCooperatives'}
Tom Graves,1,"{'BalfourDeclaration', 'Israel'}"
Adam Kinzinger,1,"{'IL16', 'TaxCutsAndJobsAct'}"
Bill Foster,0,"{'WPCD', 'PancreaticCancer'}"
Eliot Engel,0,{'GOP'}
Trent Kelly,1,{'MS01'}
Richard Hudson,1,{'PetsforVets'}
Trent Kelly,1,{'MS01'}
Brian Babin,1,{'Congress'}
Markwayne Mullin,1,{'WeeklyWrapUp'}
Will Hurd,1,"{'smartphone', 'MGTact'}"
Trent Kelly,1,{'MS01'}
Dina Titus,0,"{'PANCaware', 'pancreaticcancer', 'WPCD'}"
Tom Reed,1,{'taxreform'}
Susan W. Brooks,1,{'Hoosiers'}
Jackie Speier,0,"{'PANCaware', 'pancreaticcancer'}"
Mark DeSaulnier,0,{'GOPTaxScam'}
Adam Kinzinger,1,"{'PANCaware', 'WageHope', 'WPCD'}"
Ted Yoho,1,{'TaxReform'}
Seth Moulton,0,{'GOPTaxScam'}
Katherine Clark,0,{'DREAMers'}
Dina Titus,0,{'Immigration'}
Adam Kinzinger,1,"{'IL16', 'TaxCutsAndJobsAct'}"
Steve Cohen,0,{'impeachment'}
Dina Titus,0,{'NoHate'}
Mark Walker,1,{'TaxReform'}
James Comer,1,{'KY'}
Jackie Speier,0,{'KeystonePipeline'}
Louie Gohmert,1,{'TaxReform'}
Steve Scalise,1,{'TaxReform'}
Mike Quigley,0,"{'openenrollment', 'ACASabotage'}"
Brian Higgins,0,{'GOPtaxbill'}
Brian Babin,1,{'TX36'}
Eliot Engel,0,"{'KeystonePipeline', 'KeystoneXL'}"
Robin Kelly,0,{'mentalhealth'}
Joyce Beatty,0,{'GOPTaxScam'}
Hakeem Jeffries,0,{'SessionsHearing'}
Lloyd Doggett,0,{'GOPTaxScam'}
David Scott,0,"{'HR52', 'NationalApprenticeshipWeek', 'NAW17'}"
Mike Quigley,0,"{'TPS', 'SaveTPS'}"
Steve Stivers,1,"{'EndAlz', 'WPCD'}"
Robin Kelly,0,{'mentalhealth'}
Blaine Luetkemeyer,1,{'smallbusiness'}
José E. Serrano,0,"{'Medicare', 'Medicaid', 'GOPTaxScam', 'StudentLoans', 'NewYork'}"
José E. Serrano,0,"{'PuertoRico', 'Thanksgiving', 'HurricaneMaria'}"
Richard Hudson,1,{'Emmy'}
Sheila Jackson Lee,0,{'SaveTPS'}
Joyce Beatty,0,"{'StatOfTheDay', 'GOPTaxScam'}"
Adam Kinzinger,1,"{'IL16', 'NationalTakeAHikeDay', 'StarvedRock', 'FBF', 'TeamKinzinger'}"
Ruben Gallego,0,{'ParksForAll'}
Grace Meng,0,"{'Flushing', 'noise', 'Queens', 'bus'}"
Susan W. Brooks,1,{'innovation'}
Markwayne Mullin,1,"{'MullinItOver', 'adoption'}"
Mike Quigley,0,"{'FCC', 'internet'}"
Tom Graves,1,{'TaxCutsAndJobsAct'}
Dina Titus,0,"{'infrastructure', 'UNLV'}"
Will Hurd,1,"{'empoweringwomen', 'ilooklikeapolitician'}"
Mike Quigley,0,"{'NationalParks', 'ParksForAll'}"
Joyce Beatty,0,{'OH'}
Mike Quigley,0,"{'RepInTheRockies', 'NationalParks', 'NationalTakeAHikeDay', 'FindYourPark'}"
Doug Collins,1,"{'gapol', 'TaxReform', 'GA09'}"
Sean Patrick Maloney,0,{'HV'}
Will Hurd,1,{'bipartisanroadtrip'}
Jim Cooper,0,{'GetCovered'}
Robin Kelly,0,{'GOPTaxScam'}
Adam Kinzinger,1,"{'IraqCaucus', 'Iraq'}"
Dina Titus,0,"{'MJBizCon2017', 'OnlyInDistrict1'}"
Mike Rogers,1,"{'AL03', 'TalladegaCo'}"
Mario Diaz-Balart,1,{'F35'}
Richard Hudson,1,"{'NinerNation', 'HailCharlotte', '49ersRugby'}"
Sean Patrick Maloney,0,{'veterans'}
Ann Wagner,1,{'PancreaticCancerDay'}
David Scott,0,"{'FBF', 'GA13'}"
Susan W. Brooks,1,"{'SupportOurTroops', 'FY18NDAA'}"
Adam Kinzinger,1,"{'IL', 'TaxCutsAndJobsAct'}"
Donald Norcross,0,"{'ApprenticeshipWeek2017', 'SouthJersey'}"
Michael McCaul,1,{'TX'}
Jackie Speier,0,{'SeniorsontheMove'}
Mike Quigley,0,"{'SALT', 'education', 'GOPTaxScam'}"
Tom Reed,1,{'TaxReform'}
Mark Walker,1,"{'NCAT', 'NC06'}"
Richard Hudson,1,{'NinerNation'}
Brian Babin,1,{'Texas'}
Nancy Pelosi,0,{'GOPTaxScam'}
Mario Diaz-Balart,1,"{'TPS', 'Haiti'}"
Rosa DeLauro,0,{'OurFellowAmericans'}
Bennie G. Thompson,0,"{'JPSProud', 'awesome'}"
Denny Heck,0,{'GetCoveredWA'}
Suzanne Bonamici,0,{'ApprenticeshipWeek'}
Jeff Fortenberry,1,{'defense'}
Mike Quigley,0,{'climatechange'}
Sheila Jackson Lee,0,"{'BillionairesFirst', 'NotOnePenny', 'GOPTaxScam'}"
Hakeem Jeffries,0,{'Resist'}
Brenda Lawrence,0,{'adoptiongives'}
Markwayne Mullin,1,"{'adoptiongives', 'natladoptionday'}"
Susan W. Brooks,1,{'IN05'}
Ken Calvert,1,"{'adoptiongives', 'natladoptionday'}"
Adam Kinzinger,1,"{'IL16', 'MilitaryFamilyAppreciationMonth'}"
Hakeem Jeffries,0,{'RealTalk'}
Mike Quigley,0,"{'immigrants', 'veterans'}"
Lloyd Doggett,0,{'TaxScam'}
Mark Walker,1,{'TaxReform'}
Marcy Kaptur,0,{'pensions'}
Tom Emmer,1,{'NatlAdoptionDay'}
Adam Kinzinger,1,"{'Russian', 'Syria', 'Assad'}"
Dina Titus,0,"{'DREAMERs', 'HispanicStudentUnion'}"
Dina Titus,0,"{'Equality', 'TransAwarenessWeek'}"
Dina Titus,0,"{'DREAMERsForum', 'DACA', 'DAPA', 'KeepFamiliesTogether'}"
Grace Meng,0,"{'Bayside', 'BoyScout', 'Queens'}"
Hakeem Jeffries,0,{'EraseTheHate'}
Joyce Beatty,0,"{'BadDeal', 'TaxScam'}"
Hakeem Jeffries,0,"{'ConnectTheDots', 'Collusion', 'Obstruction'}"
Mike Quigley,0,"{'healthcare', 'TaxCuts', 'GOPTaxScam'}"
Bill Johnson,1,{'taxreform'}
Grace Meng,0,{'Periodcon2017'}
Steve Scalise,1,"{'otd', 'tih'}"
Will Hurd,1,"{'GettysburgAddress', 'OTD'}"
Jackie Speier,0,"{'ICYMI', 'MeTooCongress'}"
Mike Quigley,0,"{'GettysburgAddress', 'opportunity', 'MakeAmericaGreatAgain', 'equality', 'unity'}"
Steve Cohen,0,{'impeachment'}
Marcy Kaptur,0,{'LakeErie'}
Hakeem Jeffries,0,{'ABetterDeal'}
Mike Quigley,0,"{'taxcuts', 'GOPTaxScam'}"
Lloyd Doggett,0,"{'AffordableCareAct', 'GetCovered', 'OpenEnrollment'}"
Mark DeSaulnier,0,{'taxplan'}
Adam Kinzinger,1,"{'OnThisDay', 'WeThePeople', 'Illinois'}"
Joaquin Castro,0,{'MuellerTime'}
Brian Babin,1,{'BorderPatrol'}
Blaine Luetkemeyer,1,{'taxreform'}
Steve Cohen,0,"{'Impeach45', 'Sessions', 'RussianCollusion', 'impeachment'}"
Joyce Beatty,0,{'GetCovered'}
Susan W. Brooks,1,{'IN05'}
Louie Gohmert,1,{'TX01'}
Susan W. Brooks,1,"{'IN05', 'publicservice'}"
Mike Quigley,0,"{'IL05', 'GOPTaxScam'}"
Robin Kelly,0,"{'gunviolence', 'opioid'}"
Suzanne Bonamici,0,"{'Transgender', 'TDOR', 'transgender'}"
Katherine Clark,0,"{'Transgender', 'TDOR'}"
Scott DesJarlais,1,{'GuardYourBuddy'}
Steve Cohen,0,"{'resist', 'ImpeachTrump', 'impeachment'}"
Mark DeSaulnier,0,{'FutureofWorkWagesLabor'}
Robin Kelly,0,"{'nationalsecurity', 'TrumpRussia'}"
Joyce Beatty,0,{'GOPTaxScam'}
Mario Diaz-Balart,1,"{'SFL', 'SWFL'}"
Sean Patrick Maloney,0,{'CommunityReadingDay'}
Nancy Pelosi,0,{'TDOR'}
Tom Graves,1,{'TaxCutsandJobsAct'}
Lloyd Doggett,0,{'GOPTaxBill'}
Sean Patrick Maloney,0,{'HudsonValley'}
David Scott,0,{'GA13'}
Joyce Beatty,0,"{'CHIP', 'GetItTogether'}"
Ted Yoho,1,{'NKorea'}
Tom Reed,1,{'taxreform'}
Robin Kelly,0,{'BetterDeal'}
Jackie Speier,0,"{'trans', 'TDOR'}"
Adam Kinzinger,1,"{'NorthKorea', 'OttoWarmbier'}"
Katherine Clark,0,"{'DREAMact', 'DREAMers'}"
Ruben Gallego,0,"{'trans', 'TDOR'}"
Denny Heck,0,"{'ATLvsSEA', 'MondayNightFootball', 'GoHawks', 'WA10'}"
Jeff Fortenberry,1,{'Houston'}
Bill Foster,0,"{'trans', 'TDOR'}"
Rosa DeLauro,0,{'GetCovered'}
Mike Quigley,0,"{'TransDayofRemembrance', 'TDOR', 'transgender'}"
Mike Quigley,0,"{'TransDayofRemembrance', 'TDOR'}"
Robin Kelly,0,"{'education', 'GOPTaxScam'}"
Mike Quigley,0,"{'TransDayofRemembrance', 'LGBTQ', 'transgender'}"
Trent Kelly,1,{'MS01'}
Marcy Kaptur,0,{'GreatLakes'}
Robin Kelly,0,"{'HR2408', 'WorldChildrensDay'}"
Adam Kinzinger,1,{'WorldChildrensDay'}
Tom Emmer,1,{'FY18NDAA'}
Grace Meng,0,"{'VoiceOfTomorrow', 'WorldChildrensDay'}"
Susan W. Brooks,1,{'IN05'}
Susan W. Brooks,1,{'IN05'}
Denny Heck,0,{'GetCoveredWA'}
Nancy Pelosi,0,{'GOPTaxScam'}
Dina Titus,0,{'DTLV'}
Adam Kinzinger,1,"{'IL16', 'KidsTakeover', 'WorldChildrensDay'}"
Mario Diaz-Balart,1,{'Haiti'}
Earl Blumenauer,0,{'FarmBill'}
Donald Norcross,0,{'RaiseTheWage'}
Robin Kelly,0,"{'PHTYD', 'publichealth'}"
Mario Diaz-Balart,1,"{'TPS', 'Haiti'}"
Seth Moulton,0,{'TPS'}
Alcee L. Hastings,0,{'TPS'}
Katherine Clark,0,{'TPS'}
Lloyd Doggett,0,{'GOPTaxBill'}
Brian Babin,1,"{'ELDMandate', 'HR3282'}"
Grace Meng,0,"{'TravelBan', 'DHS'}"
Grace Meng,0,"{'TravelBan', 'DHS'}"
Grace Meng,0,"{'TravelBan', 'DHS'}"
Marcy Kaptur,0,"{'UrbanAg', 'FarmBill'}"
Daniel Webster,1,{'TaxReform'}
Robin Kelly,0,{'IL02Proud'}
Susan W. Brooks,1,"{'IN05', 'Hoosiers', 'taxreform'}"
Markwayne Mullin,1,{'OK'}
Brian Babin,1,"{'NorthKorea', 'America'}"
Steve Stivers,1,{'ReviveCivility'}
Mark Walker,1,{'NC06'}
Susan W. Brooks,1,{'IN05'}
Donald Norcross,0,"{'BillionairesFirst', 'GOPTaxPlan', 'GOPTaxScam'}"
Sean Patrick Maloney,0,{'HappyThanksgiving'}
Katherine Clark,0,"{'SaveNetNeutrality', 'NetNeutrality'}"
Robin Kelly,0,"{'Kankakee', 'IL02Proud'}"
Doug Collins,1,"{'TaxReform', 'GA09'}"
Joyce Beatty,0,{'NetNeutrality'}
Mark Takano,0,{'SaveNetNeutrality'}
Jeff Fortenberry,1,{'opera'}
Lloyd Doggett,0,{'TaxReform'}
Katherine Clark,0,{'TeamClark'}
Robin Kelly,0,{'GOPTaxScam'}
Seth Moulton,0,{'NetNeutrality'}
Adam Kinzinger,1,"{'opioidcrisis', 'CARA', 'CuresAct'}"
Jim Cooper,0,{'GetCovered'}
Brian Higgins,0,{'NetNeutrality'}
Pete Olson,1,{'TacoTuesday'}
Jeff Fortenberry,1,{'agriculture'}
John Garamendi,0,{'NetNeutrality'}
Mike Quigley,0,{'NetNeutrality'}
Steve Cohen,0,"{'Resist', 'marijuana', 'TaxScam', 'ImpeachTrump'}"
Brian Babin,1,{'Harvey'}
Eliot Engel,0,{'NetNeutrality'}
Donald Norcross,0,"{'FightFor15', 'NJ', 'RaiseTheWage'}"
Tom Graves,1,{'NetNeutrality'}
Denny Heck,0,{'NetNeutrality'}
Markwayne Mullin,1,"{'SmallBizSat', 'ShopSmall'}"
Mark Takano,0,{'TPS'}
Suzanne Bonamici,0,"{'OpioidCrisis', 'McMinnville'}"
André Carson,0,{'NetNeutrality'}
Mario Diaz-Balart,1,{'DACA'}
Richard Hudson,1,{'NorthCarolina'}
Joyce Beatty,0,{'OH'}
Adam Kinzinger,1,"{'agriculture', 'IL16', 'RootedInAg'}"
Robin Kelly,0,{'CBWG'}
Jim Cooper,0,{'NetNeutrality'}
Joyce Beatty,0,{'GOPTaxBill'}
Ken Calvert,1,{'ShopSmall'}
José E. Serrano,0,"{'openinternet', 'NetNeutrality'}"
Tom Reed,1,{'taxreform'}
Adam Kinzinger,1,"{'Putin', 'Syria', 'FreeSyria'}"
Denny Heck,0,{'WA10'}
Mike Quigley,0,{'TPS'}
Adam Kinzinger,1,{'Dixon'}
Steve Cohen,0,"{'JFK', 'Memphis'}"
Jim Cooper,0,{'GetCovered'}
Mario Diaz-Balart,1,"{'SFL', 'SWFL'}"
Tom Emmer,1,{'healthtech'}
Susan W. Brooks,1,"{'TaxReform', 'Hoosiers'}"
Will Hurd,1,{'disinformation'}
Tom Emmer,1,{'foodcrisis'}
Grace Meng,0,{'Census'}
Adam Kinzinger,1,{'ThanksgivingEve'}
Judy Chu,0,{'TPS'}
Steve Stivers,1,{'OH15'}
Jeff Fortenberry,1,{'Thanksgiving'}
Robin Kelly,0,{'GOPTaxScam'}
Will Hurd,1,"{'HappyThanksgiving', 'TeamHurd'}"
Rob Woodall,1,"{'ga07', 'thanksgiving'}"
Steve King,1,{'Hungary'}
Donald Norcross,0,"{'FightFor15', 'NJ', 'RaiseTheWage'}"
Mark Walker,1,{'cjreform'}
Denny Heck,0,{'ReviveCivility'}
Grace Meng,0,"{'Pomonok', 'Queens'}"
Lloyd Doggett,0,{'ClimateChange'}
Mike Quigley,0,"{'taxes', 'middleclass', 'GOPTaxScam'}"
Doug Collins,1,"{'Thanksgiving', 'GA09'}"
Adam Kinzinger,1,"{'foodsafety', 'TurkeyDayTips', 'Thanksgiving'}"
José E. Serrano,0,{'environmentalist'}
Grace Meng,0,{'elephant'}
Sean Patrick Maloney,0,{'HV'}
Mike Quigley,0,"{'students', 'teachers', 'DACA', 'DREAMers', 'DefendDACA', 'healthcare'}"
Hakeem Jeffries,0,{'ABetterDeal'}
Steve Scalise,1,{'HappyThanksgiving'}
Marcy Kaptur,0,{'Thanksgiving'}
Joyce Beatty,0,{'GiveThanks'}
Grace Meng,0,"{'foodsafety', 'Thanksgiving'}"
Brenda Lawrence,0,"{'HappyThanksgiving', 'friends', 'family', 'AGratefulHeart'}"
Brenda Lawrence,0,{'HappyThanksgiving2017'}
Eliot Engel,0,{'HappyThanksgiving'}
Brian Babin,1,{'Thanksgiving'}
Will Hurd,1,{'HappyThanksgiving'}
Kevin McCarthy,1,{'Thanksgiving'}
Rob Woodall,1,{'HappyThanksgivingDay'}
Louie Gohmert,1,{'HappyThanksgiving2017'}
Joe Wilson,1,{'HappyThanksgiving'}
